symptom_id,symptom_name,medical_term,category,body_system,severity_weight,urgency_level,common_aliases,description
SYM_01643,Mild Eye Strain (Conjunctiva),Mild Eye Strain of Conjunctiva,Ophthalmology & Vision,Ophthalmology,9,Critical,"mild eye strain (conjunctiva); eye strain; mild eye strain",Clinical symptom presentation manifesting as mild eye strain localized in the conjunctiva.
SYM_01644,Mild Diplopia (Conjunctiva),Mild Diplopia of Conjunctiva,Ophthalmology & Vision,Ophthalmology,7,High,"mild diplopia (conjunctiva); diplopia; mild diplopia",Clinical symptom presentation manifesting as mild diplopia localized in the conjunctiva.
SYM_01645,Mild Conjunctival Redness (Conjunctiva),Mild Conjunctival Redness of Conjunctiva,Ophthalmology & Vision,Ophthalmology,5,Moderate,"mild conjunctival redness (conjunctiva); conjunctival redness; mild conjunctival redness",Clinical symptom presentation manifesting as mild conjunctival redness localized in the conjunctiva.
SYM_01646,Mild Ocular Discharge (Conjunctiva),Mild Ocular Discharge of Conjunctiva,Ophthalmology & Vision,Ophthalmology,3,Low,"mild ocular discharge (conjunctiva); ocular discharge; mild ocular discharge",Clinical symptom presentation manifesting as mild ocular discharge localized in the conjunctiva.
SYM_01647,Mild Floaters (Conjunctiva),Mild Floaters of Conjunctiva,Ophthalmology & Vision,Ophthalmology,1,Low,"mild floaters (conjunctiva); floaters; mild floaters",Clinical symptom presentation manifesting as mild floaters localized in the conjunctiva.
SYM_01648,Mild Visual Field Loss (Conjunctiva),Mild Visual Field Loss of Conjunctiva,Ophthalmology & Vision,Ophthalmology,8,Critical,"mild visual field loss (conjunctiva); visual field loss; mild visual field loss",Clinical symptom presentation manifesting as mild visual field loss localized in the conjunctiva.
SYM_01649,Mild Grittiness (Conjunctiva),Mild Grittiness of Conjunctiva,Ophthalmology & Vision,Ophthalmology,6,High,"mild grittiness (conjunctiva); grittiness; mild grittiness",Clinical symptom presentation manifesting as mild grittiness localized in the conjunctiva.
SYM_01650,Mild Eye Pain (Conjunctiva),Mild Eye Pain of Conjunctiva,Ophthalmology & Vision,Ophthalmology,4,Moderate,"mild eye pain (conjunctiva); eye pain; mild eye pain",Clinical symptom presentation manifesting as mild eye pain localized in the conjunctiva.
SYM_01651,Mild Photophobia (Iris),Mild Photophobia of Iris,Ophthalmology & Vision,Ophthalmology,2,Low,"mild photophobia (iris); photophobia; mild photophobia",Clinical symptom presentation manifesting as mild photophobia localized in the iris.
SYM_01652,Mild Blurred Vision (Iris),Mild Blurred Vision of Iris,Ophthalmology & Vision,Ophthalmology,9,Critical,"mild blurred vision (iris); blurred vision; mild blurred vision",Clinical symptom presentation manifesting as mild blurred vision localized in the iris.
SYM_01653,Mild Eye Strain (Iris),Mild Eye Strain of Iris,Ophthalmology & Vision,Ophthalmology,7,High,"mild eye strain (iris); eye strain; mild eye strain",Clinical symptom presentation manifesting as mild eye strain localized in the iris.
SYM_01654,Mild Diplopia (Iris),Mild Diplopia of Iris,Ophthalmology & Vision,Ophthalmology,5,Moderate,"mild diplopia (iris); diplopia; mild diplopia",Clinical symptom presentation manifesting as mild diplopia localized in the iris.
SYM_01655,Mild Conjunctival Redness (Iris),Mild Conjunctival Redness of Iris,Ophthalmology & Vision,Ophthalmology,3,Low,"mild conjunctival redness (iris); conjunctival redness; mild conjunctival redness",Clinical symptom presentation manifesting as mild conjunctival redness localized in the iris.
SYM_01656,Mild Ocular Discharge (Iris),Mild Ocular Discharge of Iris,Ophthalmology & Vision,Ophthalmology,1,Low,"mild ocular discharge (iris); ocular discharge; mild ocular discharge",Clinical symptom presentation manifesting as mild ocular discharge localized in the iris.
SYM_01657,Mild Floaters (Iris),Mild Floaters of Iris,Ophthalmology & Vision,Ophthalmology,8,Critical,"mild floaters (iris); floaters; mild floaters",Clinical symptom presentation manifesting as mild floaters localized in the iris.
SYM_01658,Mild Visual Field Loss (Iris),Mild Visual Field Loss of Iris,Ophthalmology & Vision,Ophthalmology,6,High,"mild visual field loss (iris); visual field loss; mild visual field loss",Clinical symptom presentation manifesting as mild visual field loss localized in the iris.
SYM_01659,Mild Grittiness (Iris),Mild Grittiness of Iris,Ophthalmology & Vision,Ophthalmology,4,Moderate,"mild grittiness (iris); grittiness; mild grittiness",Clinical symptom presentation manifesting as mild grittiness localized in the iris.
SYM_01660,Mild Eye Pain (Iris),Mild Eye Pain of Iris,Ophthalmology & Vision,Ophthalmology,2,Low,"mild eye pain (iris); eye pain; mild eye pain",Clinical symptom presentation manifesting as mild eye pain localized in the iris.
SYM_01661,Mild Tinnitus (Vocal Cords),Mild Tinnitus of Vocal Cords,Otolaryngology & ENT,Otolaryngology,9,Critical,"mild tinnitus (vocal cords); tinnitus; mild tinnitus",Clinical symptom presentation manifesting as mild tinnitus localized in the vocal cords.
SYM_01662,Mild Otalgia (Vocal Cords),Mild Otalgia of Vocal Cords,Otolaryngology & ENT,Otolaryngology,7,High,"mild otalgia (vocal cords); otalgia; mild otalgia",Clinical symptom presentation manifesting as mild otalgia localized in the vocal cords.
SYM_01663,Mild Nasal Congestion (Vocal Cords),Mild Nasal Congestion of Vocal Cords,Otolaryngology & ENT,Otolaryngology,5,Moderate,"mild nasal congestion (vocal cords); nasal congestion; mild nasal congestion",Clinical symptom presentation manifesting as mild nasal congestion localized in the vocal cords.
SYM_01664,Mild Rhinorrhea (Vocal Cords),Mild Rhinorrhea of Vocal Cords,Otolaryngology & ENT,Otolaryngology,3,Low,"mild rhinorrhea (vocal cords); rhinorrhea; mild rhinorrhea",Clinical symptom presentation manifesting as mild rhinorrhea localized in the vocal cords.
SYM_01665,Mild Anosmia (Vocal Cords),Mild Anosmia of Vocal Cords,Otolaryngology & ENT,Otolaryngology,1,Low,"mild anosmia (vocal cords); anosmia; mild anosmia",Clinical symptom presentation manifesting as mild anosmia localized in the vocal cords.
SYM_01666,Mild Dysphonia (Vocal Cords),Mild Dysphonia of Vocal Cords,Otolaryngology & ENT,Otolaryngology,8,Critical,"mild dysphonia (vocal cords); dysphonia; mild dysphonia",Clinical symptom presentation manifesting as mild dysphonia localized in the vocal cords.
SYM_01667,Mild Odynophagia (Vocal Cords),Mild Odynophagia of Vocal Cords,Otolaryngology & ENT,Otolaryngology,6,High,"mild odynophagia (vocal cords); odynophagia; mild odynophagia",Clinical symptom presentation manifesting as mild odynophagia localized in the vocal cords.
SYM_01668,Mild Sinus Pressure (Vocal Cords),Mild Sinus Pressure of Vocal Cords,Otolaryngology & ENT,Otolaryngology,4,Moderate,"mild sinus pressure (vocal cords); sinus pressure; mild sinus pressure",Clinical symptom presentation manifesting as mild sinus pressure localized in the vocal cords.
SYM_01669,Mild Hearing Diminution (Vocal Cords),Mild Hearing Diminution of Vocal Cords,Otolaryngology & ENT,Otolaryngology,2,Low,"mild hearing diminution (vocal cords); hearing diminution; mild hearing diminution",Clinical symptom presentation manifesting as mild hearing diminution localized in the vocal cords.
SYM_01670,Mild Postnasal Drip (Vocal Cords),Mild Postnasal Drip of Vocal Cords,Otolaryngology & ENT,Otolaryngology,9,Critical,"mild postnasal drip (vocal cords); postnasal drip; mild postnasal drip",Clinical symptom presentation manifesting as mild postnasal drip localized in the vocal cords.
SYM_01671,Mild Tinnitus (Eustachian Tube),Mild Tinnitus of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,7,High,"mild tinnitus (eustachian tube); tinnitus; mild tinnitus",Clinical symptom presentation manifesting as mild tinnitus localized in the eustachian tube.
SYM_01672,Mild Otalgia (Eustachian Tube),Mild Otalgia of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,5,Moderate,"mild otalgia (eustachian tube); otalgia; mild otalgia",Clinical symptom presentation manifesting as mild otalgia localized in the eustachian tube.
SYM_01673,Mild Nasal Congestion (Eustachian Tube),Mild Nasal Congestion of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,3,Low,"mild nasal congestion (eustachian tube); nasal congestion; mild nasal congestion",Clinical symptom presentation manifesting as mild nasal congestion localized in the eustachian tube.
SYM_01674,Mild Rhinorrhea (Eustachian Tube),Mild Rhinorrhea of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,1,Low,"mild rhinorrhea (eustachian tube); rhinorrhea; mild rhinorrhea",Clinical symptom presentation manifesting as mild rhinorrhea localized in the eustachian tube.
SYM_01675,Mild Anosmia (Eustachian Tube),Mild Anosmia of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,8,Critical,"mild anosmia (eustachian tube); anosmia; mild anosmia",Clinical symptom presentation manifesting as mild anosmia localized in the eustachian tube.
SYM_01676,Mild Dysphonia (Eustachian Tube),Mild Dysphonia of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,6,High,"mild dysphonia (eustachian tube); dysphonia; mild dysphonia",Clinical symptom presentation manifesting as mild dysphonia localized in the eustachian tube.
SYM_01677,Mild Odynophagia (Eustachian Tube),Mild Odynophagia of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,4,Moderate,"mild odynophagia (eustachian tube); odynophagia; mild odynophagia",Clinical symptom presentation manifesting as mild odynophagia localized in the eustachian tube.
SYM_01678,Mild Sinus Pressure (Eustachian Tube),Mild Sinus Pressure of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,2,Low,"mild sinus pressure (eustachian tube); sinus pressure; mild sinus pressure",Clinical symptom presentation manifesting as mild sinus pressure localized in the eustachian tube.
SYM_01679,Mild Hearing Diminution (Eustachian Tube),Mild Hearing Diminution of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,9,Critical,"mild hearing diminution (eustachian tube); hearing diminution; mild hearing diminution",Clinical symptom presentation manifesting as mild hearing diminution localized in the eustachian tube.
SYM_01680,Mild Postnasal Drip (Eustachian Tube),Mild Postnasal Drip of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,7,High,"mild postnasal drip (eustachian tube); postnasal drip; mild postnasal drip",Clinical symptom presentation manifesting as mild postnasal drip localized in the eustachian tube.
SYM_01681,Moderate Tinnitus (Tympanic Membrane),Moderate Tinnitus of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,5,Moderate,"moderate tinnitus (tympanic membrane); tinnitus; moderate tinnitus",Clinical symptom presentation manifesting as moderate tinnitus localized in the tympanic membrane.
SYM_01682,Moderate Otalgia (Tympanic Membrane),Moderate Otalgia of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,3,Low,"moderate otalgia (tympanic membrane); otalgia; moderate otalgia",Clinical symptom presentation manifesting as moderate otalgia localized in the tympanic membrane.
SYM_01683,Moderate Nasal Congestion (Tympanic Membrane),Moderate Nasal Congestion of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,1,Low,"moderate nasal congestion (tympanic membrane); nasal congestion; moderate nasal congestion",Clinical symptom presentation manifesting as moderate nasal congestion localized in the tympanic membrane.
SYM_01684,Moderate Rhinorrhea (Tympanic Membrane),Moderate Rhinorrhea of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,8,Critical,"moderate rhinorrhea (tympanic membrane); rhinorrhea; moderate rhinorrhea",Clinical symptom presentation manifesting as moderate rhinorrhea localized in the tympanic membrane.
SYM_01685,Moderate Anosmia (Tympanic Membrane),Moderate Anosmia of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,6,High,"moderate anosmia (tympanic membrane); anosmia; moderate anosmia",Clinical symptom presentation manifesting as moderate anosmia localized in the tympanic membrane.
SYM_01686,Moderate Dysphonia (Tympanic Membrane),Moderate Dysphonia of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,4,Moderate,"moderate dysphonia (tympanic membrane); dysphonia; moderate dysphonia",Clinical symptom presentation manifesting as moderate dysphonia localized in the tympanic membrane.
SYM_01687,Moderate Odynophagia (Tympanic Membrane),Moderate Odynophagia of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,2,Low,"moderate odynophagia (tympanic membrane); odynophagia; moderate odynophagia",Clinical symptom presentation manifesting as moderate odynophagia localized in the tympanic membrane.
SYM_01688,Moderate Sinus Pressure (Tympanic Membrane),Moderate Sinus Pressure of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,9,Critical,"moderate sinus pressure (tympanic membrane); sinus pressure; moderate sinus pressure",Clinical symptom presentation manifesting as moderate sinus pressure localized in the tympanic membrane.
SYM_01689,Moderate Hearing Diminution (Tympanic Membrane),Moderate Hearing Diminution of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,7,High,"moderate hearing diminution (tympanic membrane); hearing diminution; moderate hearing diminution",Clinical symptom presentation manifesting as moderate hearing diminution localized in the tympanic membrane.
SYM_01690,Moderate Postnasal Drip (Tympanic Membrane),Moderate Postnasal Drip of Tympanic Membrane,Otolaryngology & ENT,Otolaryngology,5,Moderate,"moderate postnasal drip (tympanic membrane); postnasal drip; moderate postnasal drip",Clinical symptom presentation manifesting as moderate postnasal drip localized in the tympanic membrane.
SYM_01691,Moderate Tinnitus (Cochlea),Moderate Tinnitus of Cochlea,Otolaryngology & ENT,Otolaryngology,3,Low,"moderate tinnitus (cochlea); tinnitus; moderate tinnitus",Clinical symptom presentation manifesting as moderate tinnitus localized in the cochlea.
SYM_01692,Moderate Otalgia (Cochlea),Moderate Otalgia of Cochlea,Otolaryngology & ENT,Otolaryngology,1,Low,"moderate otalgia (cochlea); otalgia; moderate otalgia",Clinical symptom presentation manifesting as moderate otalgia localized in the cochlea.
SYM_01693,Moderate Nasal Congestion (Cochlea),Moderate Nasal Congestion of Cochlea,Otolaryngology & ENT,Otolaryngology,8,Critical,"moderate nasal congestion (cochlea); nasal congestion; moderate nasal congestion",Clinical symptom presentation manifesting as moderate nasal congestion localized in the cochlea.
SYM_01694,Moderate Rhinorrhea (Cochlea),Moderate Rhinorrhea of Cochlea,Otolaryngology & ENT,Otolaryngology,6,High,"moderate rhinorrhea (cochlea); rhinorrhea; moderate rhinorrhea",Clinical symptom presentation manifesting as moderate rhinorrhea localized in the cochlea.
SYM_01695,Moderate Anosmia (Cochlea),Moderate Anosmia of Cochlea,Otolaryngology & ENT,Otolaryngology,4,Moderate,"moderate anosmia (cochlea); anosmia; moderate anosmia",Clinical symptom presentation manifesting as moderate anosmia localized in the cochlea.
SYM_01696,Moderate Dysphonia (Cochlea),Moderate Dysphonia of Cochlea,Otolaryngology & ENT,Otolaryngology,2,Low,"moderate dysphonia (cochlea); dysphonia; moderate dysphonia",Clinical symptom presentation manifesting as moderate dysphonia localized in the cochlea.
SYM_01697,Moderate Odynophagia (Cochlea),Moderate Odynophagia of Cochlea,Otolaryngology & ENT,Otolaryngology,9,Critical,"moderate odynophagia (cochlea); odynophagia; moderate odynophagia",Clinical symptom presentation manifesting as moderate odynophagia localized in the cochlea.
SYM_01698,Moderate Sinus Pressure (Cochlea),Moderate Sinus Pressure of Cochlea,Otolaryngology & ENT,Otolaryngology,7,High,"moderate sinus pressure (cochlea); sinus pressure; moderate sinus pressure",Clinical symptom presentation manifesting as moderate sinus pressure localized in the cochlea.
SYM_01699,Moderate Hearing Diminution (Cochlea),Moderate Hearing Diminution of Cochlea,Otolaryngology & ENT,Otolaryngology,5,Moderate,"moderate hearing diminution (cochlea); hearing diminution; moderate hearing diminution",Clinical symptom presentation manifesting as moderate hearing diminution localized in the cochlea.
SYM_01700,Moderate Postnasal Drip (Cochlea),Moderate Postnasal Drip of Cochlea,Otolaryngology & ENT,Otolaryngology,3,Low,"moderate postnasal drip (cochlea); postnasal drip; moderate postnasal drip",Clinical symptom presentation manifesting as moderate postnasal drip localized in the cochlea.
SYM_01701,Moderate Tinnitus (Maxillary Sinus),Moderate Tinnitus of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,1,Low,"moderate tinnitus (maxillary sinus); tinnitus; moderate tinnitus",Clinical symptom presentation manifesting as moderate tinnitus localized in the maxillary sinus.
SYM_01702,Moderate Otalgia (Maxillary Sinus),Moderate Otalgia of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,8,Critical,"moderate otalgia (maxillary sinus); otalgia; moderate otalgia",Clinical symptom presentation manifesting as moderate otalgia localized in the maxillary sinus.
SYM_01703,Moderate Nasal Congestion (Maxillary Sinus),Moderate Nasal Congestion of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,6,High,"moderate nasal congestion (maxillary sinus); nasal congestion; moderate nasal congestion",Clinical symptom presentation manifesting as moderate nasal congestion localized in the maxillary sinus.
SYM_01704,Moderate Rhinorrhea (Maxillary Sinus),Moderate Rhinorrhea of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,4,Moderate,"moderate rhinorrhea (maxillary sinus); rhinorrhea; moderate rhinorrhea",Clinical symptom presentation manifesting as moderate rhinorrhea localized in the maxillary sinus.
SYM_01705,Moderate Anosmia (Maxillary Sinus),Moderate Anosmia of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,2,Low,"moderate anosmia (maxillary sinus); anosmia; moderate anosmia",Clinical symptom presentation manifesting as moderate anosmia localized in the maxillary sinus.
SYM_01706,Moderate Dysphonia (Maxillary Sinus),Moderate Dysphonia of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,9,Critical,"moderate dysphonia (maxillary sinus); dysphonia; moderate dysphonia",Clinical symptom presentation manifesting as moderate dysphonia localized in the maxillary sinus.
SYM_01707,Moderate Odynophagia (Maxillary Sinus),Moderate Odynophagia of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,7,High,"moderate odynophagia (maxillary sinus); odynophagia; moderate odynophagia",Clinical symptom presentation manifesting as moderate odynophagia localized in the maxillary sinus.
SYM_01708,Moderate Sinus Pressure (Maxillary Sinus),Moderate Sinus Pressure of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,5,Moderate,"moderate sinus pressure (maxillary sinus); sinus pressure; moderate sinus pressure",Clinical symptom presentation manifesting as moderate sinus pressure localized in the maxillary sinus.
SYM_01709,Moderate Hearing Diminution (Maxillary Sinus),Moderate Hearing Diminution of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,3,Low,"moderate hearing diminution (maxillary sinus); hearing diminution; moderate hearing diminution",Clinical symptom presentation manifesting as moderate hearing diminution localized in the maxillary sinus.
SYM_01710,Moderate Postnasal Drip (Maxillary Sinus),Moderate Postnasal Drip of Maxillary Sinus,Otolaryngology & ENT,Otolaryngology,1,Low,"moderate postnasal drip (maxillary sinus); postnasal drip; moderate postnasal drip",Clinical symptom presentation manifesting as moderate postnasal drip localized in the maxillary sinus.
SYM_01711,Moderate Tinnitus (Frontal Sinus),Moderate Tinnitus of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,8,Critical,"moderate tinnitus (frontal sinus); tinnitus; moderate tinnitus",Clinical symptom presentation manifesting as moderate tinnitus localized in the frontal sinus.
SYM_01712,Moderate Otalgia (Frontal Sinus),Moderate Otalgia of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,6,High,"moderate otalgia (frontal sinus); otalgia; moderate otalgia",Clinical symptom presentation manifesting as moderate otalgia localized in the frontal sinus.
SYM_01713,Moderate Nasal Congestion (Frontal Sinus),Moderate Nasal Congestion of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,4,Moderate,"moderate nasal congestion (frontal sinus); nasal congestion; moderate nasal congestion",Clinical symptom presentation manifesting as moderate nasal congestion localized in the frontal sinus.
SYM_01714,Moderate Rhinorrhea (Frontal Sinus),Moderate Rhinorrhea of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,2,Low,"moderate rhinorrhea (frontal sinus); rhinorrhea; moderate rhinorrhea",Clinical symptom presentation manifesting as moderate rhinorrhea localized in the frontal sinus.
SYM_01715,Moderate Anosmia (Frontal Sinus),Moderate Anosmia of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,9,Critical,"moderate anosmia (frontal sinus); anosmia; moderate anosmia",Clinical symptom presentation manifesting as moderate anosmia localized in the frontal sinus.
SYM_01716,Moderate Dysphonia (Frontal Sinus),Moderate Dysphonia of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,7,High,"moderate dysphonia (frontal sinus); dysphonia; moderate dysphonia",Clinical symptom presentation manifesting as moderate dysphonia localized in the frontal sinus.
SYM_01717,Moderate Odynophagia (Frontal Sinus),Moderate Odynophagia of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,5,Moderate,"moderate odynophagia (frontal sinus); odynophagia; moderate odynophagia",Clinical symptom presentation manifesting as moderate odynophagia localized in the frontal sinus.
SYM_01718,Moderate Sinus Pressure (Frontal Sinus),Moderate Sinus Pressure of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,3,Low,"moderate sinus pressure (frontal sinus); sinus pressure; moderate sinus pressure",Clinical symptom presentation manifesting as moderate sinus pressure localized in the frontal sinus.
SYM_01719,Moderate Hearing Diminution (Frontal Sinus),Moderate Hearing Diminution of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,1,Low,"moderate hearing diminution (frontal sinus); hearing diminution; moderate hearing diminution",Clinical symptom presentation manifesting as moderate hearing diminution localized in the frontal sinus.
SYM_01720,Moderate Postnasal Drip (Frontal Sinus),Moderate Postnasal Drip of Frontal Sinus,Otolaryngology & ENT,Otolaryngology,8,Critical,"moderate postnasal drip (frontal sinus); postnasal drip; moderate postnasal drip",Clinical symptom presentation manifesting as moderate postnasal drip localized in the frontal sinus.
SYM_01721,Moderate Tinnitus (Pharynx),Moderate Tinnitus of Pharynx,Otolaryngology & ENT,Otolaryngology,6,High,"moderate tinnitus (pharynx); tinnitus; moderate tinnitus",Clinical symptom presentation manifesting as moderate tinnitus localized in the pharynx.
SYM_01722,Moderate Otalgia (Pharynx),Moderate Otalgia of Pharynx,Otolaryngology & ENT,Otolaryngology,4,Moderate,"moderate otalgia (pharynx); otalgia; moderate otalgia",Clinical symptom presentation manifesting as moderate otalgia localized in the pharynx.
SYM_01723,Moderate Nasal Congestion (Pharynx),Moderate Nasal Congestion of Pharynx,Otolaryngology & ENT,Otolaryngology,2,Low,"moderate nasal congestion (pharynx); nasal congestion; moderate nasal congestion",Clinical symptom presentation manifesting as moderate nasal congestion localized in the pharynx.
SYM_01724,Moderate Rhinorrhea (Pharynx),Moderate Rhinorrhea of Pharynx,Otolaryngology & ENT,Otolaryngology,9,Critical,"moderate rhinorrhea (pharynx); rhinorrhea; moderate rhinorrhea",Clinical symptom presentation manifesting as moderate rhinorrhea localized in the pharynx.
SYM_01725,Moderate Anosmia (Pharynx),Moderate Anosmia of Pharynx,Otolaryngology & ENT,Otolaryngology,7,High,"moderate anosmia (pharynx); anosmia; moderate anosmia",Clinical symptom presentation manifesting as moderate anosmia localized in the pharynx.
SYM_01726,Moderate Dysphonia (Pharynx),Moderate Dysphonia of Pharynx,Otolaryngology & ENT,Otolaryngology,5,Moderate,"moderate dysphonia (pharynx); dysphonia; moderate dysphonia",Clinical symptom presentation manifesting as moderate dysphonia localized in the pharynx.
SYM_01727,Moderate Odynophagia (Pharynx),Moderate Odynophagia of Pharynx,Otolaryngology & ENT,Otolaryngology,3,Low,"moderate odynophagia (pharynx); odynophagia; moderate odynophagia",Clinical symptom presentation manifesting as moderate odynophagia localized in the pharynx.
SYM_01728,Moderate Sinus Pressure (Pharynx),Moderate Sinus Pressure of Pharynx,Otolaryngology & ENT,Otolaryngology,1,Low,"moderate sinus pressure (pharynx); sinus pressure; moderate sinus pressure",Clinical symptom presentation manifesting as moderate sinus pressure localized in the pharynx.
SYM_01729,Moderate Hearing Diminution (Pharynx),Moderate Hearing Diminution of Pharynx,Otolaryngology & ENT,Otolaryngology,8,Critical,"moderate hearing diminution (pharynx); hearing diminution; moderate hearing diminution",Clinical symptom presentation manifesting as moderate hearing diminution localized in the pharynx.
SYM_01730,Moderate Postnasal Drip (Pharynx),Moderate Postnasal Drip of Pharynx,Otolaryngology & ENT,Otolaryngology,6,High,"moderate postnasal drip (pharynx); postnasal drip; moderate postnasal drip",Clinical symptom presentation manifesting as moderate postnasal drip localized in the pharynx.
SYM_01731,Moderate Tinnitus (Vocal Cords),Moderate Tinnitus of Vocal Cords,Otolaryngology & ENT,Otolaryngology,4,Moderate,"moderate tinnitus (vocal cords); tinnitus; moderate tinnitus",Clinical symptom presentation manifesting as moderate tinnitus localized in the vocal cords.
SYM_01732,Moderate Otalgia (Vocal Cords),Moderate Otalgia of Vocal Cords,Otolaryngology & ENT,Otolaryngology,2,Low,"moderate otalgia (vocal cords); otalgia; moderate otalgia",Clinical symptom presentation manifesting as moderate otalgia localized in the vocal cords.
SYM_01733,Moderate Nasal Congestion (Vocal Cords),Moderate Nasal Congestion of Vocal Cords,Otolaryngology & ENT,Otolaryngology,9,Critical,"moderate nasal congestion (vocal cords); nasal congestion; moderate nasal congestion",Clinical symptom presentation manifesting as moderate nasal congestion localized in the vocal cords.
SYM_01734,Moderate Rhinorrhea (Vocal Cords),Moderate Rhinorrhea of Vocal Cords,Otolaryngology & ENT,Otolaryngology,7,High,"moderate rhinorrhea (vocal cords); rhinorrhea; moderate rhinorrhea",Clinical symptom presentation manifesting as moderate rhinorrhea localized in the vocal cords.
SYM_01735,Moderate Anosmia (Vocal Cords),Moderate Anosmia of Vocal Cords,Otolaryngology & ENT,Otolaryngology,5,Moderate,"moderate anosmia (vocal cords); anosmia; moderate anosmia",Clinical symptom presentation manifesting as moderate anosmia localized in the vocal cords.
SYM_01736,Moderate Dysphonia (Vocal Cords),Moderate Dysphonia of Vocal Cords,Otolaryngology & ENT,Otolaryngology,3,Low,"moderate dysphonia (vocal cords); dysphonia; moderate dysphonia",Clinical symptom presentation manifesting as moderate dysphonia localized in the vocal cords.
SYM_01737,Moderate Odynophagia (Vocal Cords),Moderate Odynophagia of Vocal Cords,Otolaryngology & ENT,Otolaryngology,1,Low,"moderate odynophagia (vocal cords); odynophagia; moderate odynophagia",Clinical symptom presentation manifesting as moderate odynophagia localized in the vocal cords.
SYM_01738,Moderate Sinus Pressure (Vocal Cords),Moderate Sinus Pressure of Vocal Cords,Otolaryngology & ENT,Otolaryngology,8,Critical,"moderate sinus pressure (vocal cords); sinus pressure; moderate sinus pressure",Clinical symptom presentation manifesting as moderate sinus pressure localized in the vocal cords.
SYM_01739,Moderate Hearing Diminution (Vocal Cords),Moderate Hearing Diminution of Vocal Cords,Otolaryngology & ENT,Otolaryngology,6,High,"moderate hearing diminution (vocal cords); hearing diminution; moderate hearing diminution",Clinical symptom presentation manifesting as moderate hearing diminution localized in the vocal cords.
SYM_01740,Moderate Postnasal Drip (Vocal Cords),Moderate Postnasal Drip of Vocal Cords,Otolaryngology & ENT,Otolaryngology,4,Moderate,"moderate postnasal drip (vocal cords); postnasal drip; moderate postnasal drip",Clinical symptom presentation manifesting as moderate postnasal drip localized in the vocal cords.
SYM_01741,Moderate Tinnitus (Eustachian Tube),Moderate Tinnitus of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,2,Low,"moderate tinnitus (eustachian tube); tinnitus; moderate tinnitus",Clinical symptom presentation manifesting as moderate tinnitus localized in the eustachian tube.
SYM_01742,Moderate Otalgia (Eustachian Tube),Moderate Otalgia of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,9,Critical,"moderate otalgia (eustachian tube); otalgia; moderate otalgia",Clinical symptom presentation manifesting as moderate otalgia localized in the eustachian tube.
SYM_01743,Moderate Nasal Congestion (Eustachian Tube),Moderate Nasal Congestion of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,7,High,"moderate nasal congestion (eustachian tube); nasal congestion; moderate nasal congestion",Clinical symptom presentation manifesting as moderate nasal congestion localized in the eustachian tube.
SYM_01744,Moderate Rhinorrhea (Eustachian Tube),Moderate Rhinorrhea of Eustachian Tube,Otolaryngology & ENT,Otolaryngology,5,Moderate,"moderate rhinorrhea (eustachian tube); rhinorrhea; moderate rhinorrhea",Clinical symptom presentation manifesting as moderate rhinorrhea localized in the eustachian tube.
