disease_id,disease_name,icd10_code,category,risk_level,severity,prevalence_rate,common_symptoms,key_diagnostic_markers,prevention_guidelines,diet_recommendations,exercise_recommendations,urgent_warning_signs
DIS_00423,Dupuytren Contracture,H73.0,Orthopedics & Musculoskeletal Health,Low,Mild,"17 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Orthopedics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Dupuytren Contracture.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00424,Trigger Finger (Stenosing),I74.1,Orthopedics & Musculoskeletal Health,Critical,Severe,"20 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Orthopedics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Trigger Finger (Stenosing).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00425,Trochanteric Bursitis (Greater Trochanter),J75.2,Orthopedics & Musculoskeletal Health,Low,Mild,"23 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Orthopedics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Trochanteric Bursitis (Greater Trochanter).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00426,Morton Neuroma,K76.3,Orthopedics & Musculoskeletal Health,Moderate,Moderate,"26 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Orthopedics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Morton Neuroma.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00427,Hallux Valgus (Bunion),L77.4,Orthopedics & Musculoskeletal Health,High,Severe,"29 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Orthopedics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Hallux Valgus (Bunion).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00428,Scoliosis (Adolescent Idiopathic),M78.5,Orthopedics & Musculoskeletal Health,Moderate,Moderate,"32 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Orthopedics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Scoliosis (Adolescent Idiopathic).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00429,Kyphosis (Scheuermann Disease),N79.6,Orthopedics & Musculoskeletal Health,Low,Mild,"35 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Orthopedics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Kyphosis (Scheuermann Disease).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00430,Avascular Necrosis of Femoral Head,O80.7,Orthopedics & Musculoskeletal Health,Critical,Severe,"38 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Orthopedics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Avascular Necrosis of Femoral Head.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00431,Stress Fracture (Tibial/Metatarsal),P81.8,Orthopedics & Musculoskeletal Health,Low,Mild,"41 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Orthopedics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Stress Fracture (Tibial/Metatarsal).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00432,Compartment Syndrome (Chronic Exertional),Q82.0,Orthopedics & Musculoskeletal Health,Moderate,Moderate,"44 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Orthopedics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Compartment Syndrome (Chronic Exertional).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00433,Iliotibial Band Friction Syndrome,R83.1,Orthopedics & Musculoskeletal Health,High,Severe,"47 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Orthopedics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Iliotibial Band Friction Syndrome.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00434,Piriformis Syndrome,S84.2,Orthopedics & Musculoskeletal Health,Moderate,Moderate,"5 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Orthopedics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Piriformis Syndrome.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00435,Thoracic Outlet Syndrome,T85.3,Orthopedics & Musculoskeletal Health,Low,Mild,"8 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Orthopedics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Thoracic Outlet Syndrome.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00436,Benign Prostatic Hyperplasia (BPH),U86.4,Urology & Andrology,Critical,Severe,"11 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Benign Prostatic Hyperplasia (BPH).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00437,Acute Bacterial Prostatitis,V87.5,Urology & Andrology,Low,Mild,"14 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Acute Bacterial Prostatitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00438,Chronic Nonbacterial Prostatitis,W88.6,Urology & Andrology,Moderate,Moderate,"17 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Chronic Nonbacterial Prostatitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00439,Prostate Adenocarcinoma (Localized),X89.7,Urology & Andrology,High,Severe,"20 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Prostate Adenocarcinoma (Localized).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00440,Urethral Stricture Disease,Y90.8,Urology & Andrology,Moderate,Moderate,"23 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Urethral Stricture Disease.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00441,Testicular Torsion (Acute Ischemic),Z91.0,Urology & Andrology,Low,Mild,"26 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Testicular Torsion (Acute Ischemic).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00442,Epididymo-Orchitis (Chlamydial),A92.1,Urology & Andrology,Critical,Severe,"29 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Epididymo-Orchitis (Chlamydial).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00443,Hydrocele of Tunica Vaginalis,B93.2,Urology & Andrology,Low,Mild,"32 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Hydrocele of Tunica Vaginalis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00444,Varicocele (Grade III Left-Sided),C94.3,Urology & Andrology,Moderate,Moderate,"35 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Varicocele (Grade III Left-Sided).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00445,Spermatocele,D95.4,Urology & Andrology,High,Severe,"38 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Spermatocele.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00446,Erectile Dysfunction (Vasculogenic),E96.5,Urology & Andrology,Moderate,Moderate,"41 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Erectile Dysfunction (Vasculogenic).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00447,Peyronie Disease,F97.6,Urology & Andrology,Low,Mild,"44 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Peyronie Disease.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00448,Priapism (Ischemic),G98.7,Urology & Andrology,Critical,Severe,"47 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Priapism (Ischemic).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00449,Interstitial Cystitis (Painful Bladder),H99.8,Urology & Andrology,Low,Mild,"5 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Interstitial Cystitis (Painful Bladder).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00450,Overactive Bladder Syndrome (OAB),I10.0,Urology & Andrology,Moderate,Moderate,"8 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Overactive Bladder Syndrome (OAB).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00451,Stress Urinary Incontinence,J11.1,Urology & Andrology,High,Severe,"11 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Stress Urinary Incontinence.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00452,Urge Incontinence,K12.2,Urology & Andrology,Moderate,Moderate,"14 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Urge Incontinence.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00453,Vesicoureteral Reflux,L13.3,Urology & Andrology,Low,Mild,"17 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Vesicoureteral Reflux.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00454,Phimosis & Paraphimosis,M14.4,Urology & Andrology,Critical,Severe,"20 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Phimosis & Paraphimosis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00455,Balano-Posthitis,N15.5,Urology & Andrology,Low,Mild,"23 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Balano-Posthitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00456,Fournier Gangrene,O16.6,Urology & Andrology,Moderate,Moderate,"26 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Fournier Gangrene.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00457,Neurogenic Bladder Dysfunction,P17.7,Urology & Andrology,High,Severe,"29 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Neurogenic Bladder Dysfunction.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00458,Ureteral Calculus with Colic,Q18.8,Urology & Andrology,Moderate,Moderate,"32 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Ureteral Calculus with Colic.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00459,Bladder Diverticulum,R19.0,Urology & Andrology,Low,Mild,"35 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Bladder Diverticulum.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00460,Hypospadias,S20.1,Urology & Andrology,Critical,Severe,"38 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Hypospadias.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00461,Cryptorchidism (Undescended Testis),T21.2,Urology & Andrology,Low,Mild,"41 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Cryptorchidism (Undescended Testis).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00462,Seminal Vesiculitis,U22.3,Urology & Andrology,Moderate,Moderate,"44 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Seminal Vesiculitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00463,Retrograde Ejaculation,V23.4,Urology & Andrology,High,Severe,"47 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Retrograde Ejaculation.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00464,Urethrocutaneous Fistula,W24.5,Urology & Andrology,Moderate,Moderate,"5 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Urethrocutaneous Fistula.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00465,Bladder Neck Contracture,X25.6,Urology & Andrology,Low,Mild,"8 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Urology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Bladder Neck Contracture.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00466,Endometriosis (Ovarian & Peritoneal),Y26.7,Obstetrics & Gynecology,Critical,Severe,"11 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Endometriosis (Ovarian & Peritoneal).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00467,Adenomyosis Uteri,Z27.8,Obstetrics & Gynecology,Low,Mild,"14 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Adenomyosis Uteri.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00468,Uterine Leiomyoma (Fibroids),A28.0,Obstetrics & Gynecology,Moderate,Moderate,"17 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Uterine Leiomyoma (Fibroids).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00469,Endometrial Hyperplasia,B29.1,Obstetrics & Gynecology,High,Severe,"20 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Endometrial Hyperplasia.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00470,Cervical Intraepithelial Neoplasia (CIN),C30.2,Obstetrics & Gynecology,Moderate,Moderate,"23 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Cervical Intraepithelial Neoplasia (CIN).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00471,Bacterial Vaginosis (Gardnerella),D31.3,Obstetrics & Gynecology,Low,Mild,"26 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Obstetrics, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Bacterial Vaginosis (Gardnerella).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
