disease_id,disease_name,symptom_id,symptom_name,association_weight,is_primary_symptom
DIS_00236,Microscopic Polyangiitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00237,Henoch-Schönlein Purpura,SYM_00010,Generalized Malaise,0.95,1
DIS_00237,Henoch-Schönlein Purpura,SYM_00005,Chronic Fatigue,0.83,0
DIS_00237,Henoch-Schönlein Purpura,SYM_00002,Low Grade Fever,0.71,0
DIS_00237,Henoch-Schönlein Purpura,SYM_00009,Loss of Appetite,0.59,0
DIS_00238,Kawasaki Disease,SYM_00010,Generalized Malaise,0.95,1
DIS_00238,Kawasaki Disease,SYM_00005,Chronic Fatigue,0.83,0
DIS_00238,Kawasaki Disease,SYM_00002,Low Grade Fever,0.71,0
DIS_00238,Kawasaki Disease,SYM_00009,Loss of Appetite,0.59,0
DIS_00239,Takayasu Arteritis,SYM_00010,Generalized Malaise,0.95,1
DIS_00239,Takayasu Arteritis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00239,Takayasu Arteritis,SYM_00002,Low Grade Fever,0.71,0
DIS_00239,Takayasu Arteritis,SYM_00009,Loss of Appetite,0.59,0
DIS_00240,Mixed Connective Tissue Disease (MCTD),SYM_00010,Generalized Malaise,0.95,1
DIS_00240,Mixed Connective Tissue Disease (MCTD),SYM_00005,Chronic Fatigue,0.83,0
DIS_00240,Mixed Connective Tissue Disease (MCTD),SYM_00002,Low Grade Fever,0.71,0
DIS_00240,Mixed Connective Tissue Disease (MCTD),SYM_00009,Loss of Appetite,0.59,0
DIS_00241,Antiphospholipid Antibody Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00241,Antiphospholipid Antibody Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00241,Antiphospholipid Antibody Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00241,Antiphospholipid Antibody Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00242,Adult-Onset Still Disease,SYM_00010,Generalized Malaise,0.95,1
DIS_00242,Adult-Onset Still Disease,SYM_00005,Chronic Fatigue,0.83,0
DIS_00242,Adult-Onset Still Disease,SYM_00002,Low Grade Fever,0.71,0
DIS_00242,Adult-Onset Still Disease,SYM_00009,Loss of Appetite,0.59,0
DIS_00243,Reactive Arthritis (Reiter),SYM_00010,Generalized Malaise,0.95,1
DIS_00243,Reactive Arthritis (Reiter),SYM_00005,Chronic Fatigue,0.83,0
DIS_00243,Reactive Arthritis (Reiter),SYM_00002,Low Grade Fever,0.71,0
DIS_00243,Reactive Arthritis (Reiter),SYM_00009,Loss of Appetite,0.59,0
DIS_00244,Enteropathic Arthritis,SYM_00010,Generalized Malaise,0.95,1
DIS_00244,Enteropathic Arthritis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00244,Enteropathic Arthritis,SYM_00002,Low Grade Fever,0.71,0
DIS_00244,Enteropathic Arthritis,SYM_00009,Loss of Appetite,0.59,0
DIS_00245,Fibromyalgia Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00245,Fibromyalgia Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00245,Fibromyalgia Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00245,Fibromyalgia Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00246,Undifferentiated Spondyloarthritis,SYM_00010,Generalized Malaise,0.95,1
DIS_00246,Undifferentiated Spondyloarthritis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00246,Undifferentiated Spondyloarthritis,SYM_00002,Low Grade Fever,0.71,0
DIS_00246,Undifferentiated Spondyloarthritis,SYM_00009,Loss of Appetite,0.59,0
DIS_00247,Relapsing Polychondritis,SYM_00010,Generalized Malaise,0.95,1
DIS_00247,Relapsing Polychondritis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00247,Relapsing Polychondritis,SYM_00002,Low Grade Fever,0.71,0
DIS_00247,Relapsing Polychondritis,SYM_00009,Loss of Appetite,0.59,0
DIS_00248,IgG4-Related Disease,SYM_00010,Generalized Malaise,0.95,1
DIS_00248,IgG4-Related Disease,SYM_00005,Chronic Fatigue,0.83,0
DIS_00248,IgG4-Related Disease,SYM_00002,Low Grade Fever,0.71,0
DIS_00248,IgG4-Related Disease,SYM_00009,Loss of Appetite,0.59,0
DIS_00249,SAPHO Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00249,SAPHO Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00249,SAPHO Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00249,SAPHO Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00250,Palindromic Rheumatism,SYM_00010,Generalized Malaise,0.95,1
DIS_00250,Palindromic Rheumatism,SYM_00005,Chronic Fatigue,0.83,0
DIS_00250,Palindromic Rheumatism,SYM_00002,Low Grade Fever,0.71,0
DIS_00250,Palindromic Rheumatism,SYM_00009,Loss of Appetite,0.59,0
DIS_00251,Ehlers-Danlos Hypermobility Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00251,Ehlers-Danlos Hypermobility Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00251,Ehlers-Danlos Hypermobility Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00251,Ehlers-Danlos Hypermobility Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00252,Marfan Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00252,Marfan Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00252,Marfan Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00252,Marfan Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00253,Osteoarthritis (Knee & Hip),SYM_00010,Generalized Malaise,0.95,1
DIS_00253,Osteoarthritis (Knee & Hip),SYM_00005,Chronic Fatigue,0.83,0
DIS_00253,Osteoarthritis (Knee & Hip),SYM_00002,Low Grade Fever,0.71,0
DIS_00253,Osteoarthritis (Knee & Hip),SYM_00009,Loss of Appetite,0.59,0
DIS_00254,Diffuse Idiopathic Skeletal Hyperostosis (DISH),SYM_00010,Generalized Malaise,0.95,1
DIS_00254,Diffuse Idiopathic Skeletal Hyperostosis (DISH),SYM_00005,Chronic Fatigue,0.83,0
DIS_00254,Diffuse Idiopathic Skeletal Hyperostosis (DISH),SYM_00002,Low Grade Fever,0.71,0
DIS_00254,Diffuse Idiopathic Skeletal Hyperostosis (DISH),SYM_00009,Loss of Appetite,0.59,0
DIS_00255,Eosinophilic Fasciitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00255,Eosinophilic Fasciitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00255,Eosinophilic Fasciitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00255,Eosinophilic Fasciitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00256,Acute Tubular Necrosis,SYM_00010,Generalized Malaise,0.95,1
DIS_00256,Acute Tubular Necrosis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00256,Acute Tubular Necrosis,SYM_00002,Low Grade Fever,0.71,0
DIS_00256,Acute Tubular Necrosis,SYM_00009,Loss of Appetite,0.59,0
DIS_00257,Acute Glomerulonephritis,SYM_00010,Generalized Malaise,0.95,1
DIS_00257,Acute Glomerulonephritis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00257,Acute Glomerulonephritis,SYM_00002,Low Grade Fever,0.71,0
DIS_00257,Acute Glomerulonephritis,SYM_00009,Loss of Appetite,0.59,0
DIS_00258,Post-Streptococcal Glomerulonephritis,SYM_00010,Generalized Malaise,0.95,1
DIS_00258,Post-Streptococcal Glomerulonephritis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00258,Post-Streptococcal Glomerulonephritis,SYM_00002,Low Grade Fever,0.71,0
DIS_00258,Post-Streptococcal Glomerulonephritis,SYM_00009,Loss of Appetite,0.59,0
DIS_00259,Membranous Nephropathy,SYM_00010,Generalized Malaise,0.95,1
DIS_00259,Membranous Nephropathy,SYM_00005,Chronic Fatigue,0.83,0
DIS_00259,Membranous Nephropathy,SYM_00002,Low Grade Fever,0.71,0
DIS_00259,Membranous Nephropathy,SYM_00009,Loss of Appetite,0.59,0
DIS_00260,Minimal Change Disease,SYM_00010,Generalized Malaise,0.95,1
DIS_00260,Minimal Change Disease,SYM_00005,Chronic Fatigue,0.83,0
DIS_00260,Minimal Change Disease,SYM_00002,Low Grade Fever,0.71,0
DIS_00260,Minimal Change Disease,SYM_00009,Loss of Appetite,0.59,0
DIS_00261,Focal Segmental Glomerulosclerosis (FSGS),SYM_00010,Generalized Malaise,0.95,1
DIS_00261,Focal Segmental Glomerulosclerosis (FSGS),SYM_00005,Chronic Fatigue,0.83,0
DIS_00261,Focal Segmental Glomerulosclerosis (FSGS),SYM_00002,Low Grade Fever,0.71,0
DIS_00261,Focal Segmental Glomerulosclerosis (FSGS),SYM_00009,Loss of Appetite,0.59,0
DIS_00262,IgA Nephropathy (Berger Disease),SYM_00010,Generalized Malaise,0.95,1
DIS_00262,IgA Nephropathy (Berger Disease),SYM_00005,Chronic Fatigue,0.83,0
DIS_00262,IgA Nephropathy (Berger Disease),SYM_00002,Low Grade Fever,0.71,0
DIS_00262,IgA Nephropathy (Berger Disease),SYM_00009,Loss of Appetite,0.59,0
DIS_00263,Lupus Nephritis Class IV,SYM_00010,Generalized Malaise,0.95,1
DIS_00263,Lupus Nephritis Class IV,SYM_00005,Chronic Fatigue,0.83,0
DIS_00263,Lupus Nephritis Class IV,SYM_00002,Low Grade Fever,0.71,0
DIS_00263,Lupus Nephritis Class IV,SYM_00009,Loss of Appetite,0.59,0
DIS_00264,Diabetic Nephropathy,SYM_00010,Generalized Malaise,0.95,1
DIS_00264,Diabetic Nephropathy,SYM_00005,Chronic Fatigue,0.83,0
DIS_00264,Diabetic Nephropathy,SYM_00002,Low Grade Fever,0.71,0
DIS_00264,Diabetic Nephropathy,SYM_00009,Loss of Appetite,0.59,0
DIS_00265,Hypertensive Nephrosclerosis,SYM_00010,Generalized Malaise,0.95,1
DIS_00265,Hypertensive Nephrosclerosis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00265,Hypertensive Nephrosclerosis,SYM_00002,Low Grade Fever,0.71,0
DIS_00265,Hypertensive Nephrosclerosis,SYM_00009,Loss of Appetite,0.59,0
DIS_00266,Polycystic Kidney Disease (ADPKD),SYM_00010,Generalized Malaise,0.95,1
DIS_00266,Polycystic Kidney Disease (ADPKD),SYM_00005,Chronic Fatigue,0.83,0
DIS_00266,Polycystic Kidney Disease (ADPKD),SYM_00002,Low Grade Fever,0.71,0
DIS_00266,Polycystic Kidney Disease (ADPKD),SYM_00009,Loss of Appetite,0.59,0
DIS_00267,Nephrolithiasis (Calcium Oxalate Stones),SYM_00010,Generalized Malaise,0.95,1
DIS_00267,Nephrolithiasis (Calcium Oxalate Stones),SYM_00005,Chronic Fatigue,0.83,0
DIS_00267,Nephrolithiasis (Calcium Oxalate Stones),SYM_00002,Low Grade Fever,0.71,0
DIS_00267,Nephrolithiasis (Calcium Oxalate Stones),SYM_00009,Loss of Appetite,0.59,0
DIS_00268,Uric Acid Kidney Stones,SYM_00010,Generalized Malaise,0.95,1
DIS_00268,Uric Acid Kidney Stones,SYM_00005,Chronic Fatigue,0.83,0
DIS_00268,Uric Acid Kidney Stones,SYM_00002,Low Grade Fever,0.71,0
DIS_00268,Uric Acid Kidney Stones,SYM_00009,Loss of Appetite,0.59,0
DIS_00269,Struvite Staghorn Calculi,SYM_00010,Generalized Malaise,0.95,1
DIS_00269,Struvite Staghorn Calculi,SYM_00005,Chronic Fatigue,0.83,0
DIS_00269,Struvite Staghorn Calculi,SYM_00002,Low Grade Fever,0.71,0
DIS_00269,Struvite Staghorn Calculi,SYM_00009,Loss of Appetite,0.59,0
DIS_00270,Renal Tubular Acidosis Type 1,SYM_00010,Generalized Malaise,0.95,1
DIS_00270,Renal Tubular Acidosis Type 1,SYM_00005,Chronic Fatigue,0.83,0
DIS_00270,Renal Tubular Acidosis Type 1,SYM_00002,Low Grade Fever,0.71,0
DIS_00270,Renal Tubular Acidosis Type 1,SYM_00009,Loss of Appetite,0.59,0
DIS_00271,Renal Tubular Acidosis Type 2,SYM_00010,Generalized Malaise,0.95,1
DIS_00271,Renal Tubular Acidosis Type 2,SYM_00005,Chronic Fatigue,0.83,0
DIS_00271,Renal Tubular Acidosis Type 2,SYM_00002,Low Grade Fever,0.71,0
DIS_00271,Renal Tubular Acidosis Type 2,SYM_00009,Loss of Appetite,0.59,0
DIS_00272,Fanconi Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00272,Fanconi Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00272,Fanconi Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00272,Fanconi Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00273,Medullary Sponge Kidney,SYM_00010,Generalized Malaise,0.95,1
DIS_00273,Medullary Sponge Kidney,SYM_00005,Chronic Fatigue,0.83,0
DIS_00273,Medullary Sponge Kidney,SYM_00002,Low Grade Fever,0.71,0
DIS_00273,Medullary Sponge Kidney,SYM_00009,Loss of Appetite,0.59,0
DIS_00274,Alport Hereditary Nephritis,SYM_00010,Generalized Malaise,0.95,1
DIS_00274,Alport Hereditary Nephritis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00274,Alport Hereditary Nephritis,SYM_00002,Low Grade Fever,0.71,0
DIS_00274,Alport Hereditary Nephritis,SYM_00009,Loss of Appetite,0.59,0
DIS_00275,Goodpasture Anti-GBM Disease,SYM_00010,Generalized Malaise,0.95,1
DIS_00275,Goodpasture Anti-GBM Disease,SYM_00005,Chronic Fatigue,0.83,0
DIS_00275,Goodpasture Anti-GBM Disease,SYM_00002,Low Grade Fever,0.71,0
DIS_00275,Goodpasture Anti-GBM Disease,SYM_00009,Loss of Appetite,0.59,0
DIS_00276,Interstitial Nephritis (Drug-Induced),SYM_00010,Generalized Malaise,0.95,1
DIS_00276,Interstitial Nephritis (Drug-Induced),SYM_00005,Chronic Fatigue,0.83,0
DIS_00276,Interstitial Nephritis (Drug-Induced),SYM_00002,Low Grade Fever,0.71,0
DIS_00276,Interstitial Nephritis (Drug-Induced),SYM_00009,Loss of Appetite,0.59,0
DIS_00277,Pyelonephritis (Acute Uncomplicated),SYM_00010,Generalized Malaise,0.95,1
DIS_00277,Pyelonephritis (Acute Uncomplicated),SYM_00005,Chronic Fatigue,0.83,0
DIS_00277,Pyelonephritis (Acute Uncomplicated),SYM_00002,Low Grade Fever,0.71,0
DIS_00277,Pyelonephritis (Acute Uncomplicated),SYM_00009,Loss of Appetite,0.59,0
DIS_00278,Pyelonephritis (Chronic),SYM_00010,Generalized Malaise,0.95,1
DIS_00278,Pyelonephritis (Chronic),SYM_00005,Chronic Fatigue,0.83,0
DIS_00278,Pyelonephritis (Chronic),SYM_00002,Low Grade Fever,0.71,0
DIS_00278,Pyelonephritis (Chronic),SYM_00009,Loss of Appetite,0.59,0
DIS_00279,Hydronephrosis,SYM_00010,Generalized Malaise,0.95,1
DIS_00279,Hydronephrosis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00279,Hydronephrosis,SYM_00002,Low Grade Fever,0.71,0
DIS_00279,Hydronephrosis,SYM_00009,Loss of Appetite,0.59,0
DIS_00280,Renal Infarction,SYM_00010,Generalized Malaise,0.95,1
DIS_00280,Renal Infarction,SYM_00005,Chronic Fatigue,0.83,0
DIS_00280,Renal Infarction,SYM_00002,Low Grade Fever,0.71,0
DIS_00280,Renal Infarction,SYM_00009,Loss of Appetite,0.59,0
DIS_00281,Hepatorenal Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00281,Hepatorenal Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00281,Hepatorenal Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00281,Hepatorenal Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00282,Cardiorenal Syndrome Type 1,SYM_00010,Generalized Malaise,0.95,1
DIS_00282,Cardiorenal Syndrome Type 1,SYM_00005,Chronic Fatigue,0.83,0
DIS_00282,Cardiorenal Syndrome Type 1,SYM_00002,Low Grade Fever,0.71,0
DIS_00282,Cardiorenal Syndrome Type 1,SYM_00009,Loss of Appetite,0.59,0
DIS_00283,Uremic Pruritus Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00283,Uremic Pruritus Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00283,Uremic Pruritus Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00283,Uremic Pruritus Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00284,Renal Glycosuria,SYM_00010,Generalized Malaise,0.95,1
DIS_00284,Renal Glycosuria,SYM_00005,Chronic Fatigue,0.83,0
DIS_00284,Renal Glycosuria,SYM_00002,Low Grade Fever,0.71,0
DIS_00284,Renal Glycosuria,SYM_00009,Loss of Appetite,0.59,0
DIS_00285,End-Stage Renal Disease (ESRD),SYM_00010,Generalized Malaise,0.95,1
DIS_00285,End-Stage Renal Disease (ESRD),SYM_00005,Chronic Fatigue,0.83,0
DIS_00285,End-Stage Renal Disease (ESRD),SYM_00002,Low Grade Fever,0.71,0
DIS_00285,End-Stage Renal Disease (ESRD),SYM_00009,Loss of Appetite,0.59,0
DIS_00286,Iron Deficiency Anemia,SYM_00010,Generalized Malaise,0.95,1
DIS_00286,Iron Deficiency Anemia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00286,Iron Deficiency Anemia,SYM_00002,Low Grade Fever,0.71,0
DIS_00286,Iron Deficiency Anemia,SYM_00009,Loss of Appetite,0.59,0
DIS_00287,Vitamin B12 Pernicious Anemia,SYM_00010,Generalized Malaise,0.95,1
DIS_00287,Vitamin B12 Pernicious Anemia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00287,Vitamin B12 Pernicious Anemia,SYM_00002,Low Grade Fever,0.71,0
DIS_00287,Vitamin B12 Pernicious Anemia,SYM_00009,Loss of Appetite,0.59,0
DIS_00288,Folate Deficiency Megaloblastic Anemia,SYM_00010,Generalized Malaise,0.95,1
DIS_00288,Folate Deficiency Megaloblastic Anemia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00288,Folate Deficiency Megaloblastic Anemia,SYM_00002,Low Grade Fever,0.71,0
DIS_00288,Folate Deficiency Megaloblastic Anemia,SYM_00009,Loss of Appetite,0.59,0
DIS_00289,Aplastic Anemia,SYM_00010,Generalized Malaise,0.95,1
DIS_00289,Aplastic Anemia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00289,Aplastic Anemia,SYM_00002,Low Grade Fever,0.71,0
DIS_00289,Aplastic Anemia,SYM_00009,Loss of Appetite,0.59,0
DIS_00290,Sickle Cell Anemia (Crisis),SYM_00010,Generalized Malaise,0.95,1
DIS_00290,Sickle Cell Anemia (Crisis),SYM_00005,Chronic Fatigue,0.83,0
DIS_00290,Sickle Cell Anemia (Crisis),SYM_00002,Low Grade Fever,0.71,0
DIS_00290,Sickle Cell Anemia (Crisis),SYM_00009,Loss of Appetite,0.59,0
DIS_00291,Thalassemia Major,SYM_00010,Generalized Malaise,0.95,1
DIS_00291,Thalassemia Major,SYM_00005,Chronic Fatigue,0.83,0
DIS_00291,Thalassemia Major,SYM_00002,Low Grade Fever,0.71,0
DIS_00291,Thalassemia Major,SYM_00009,Loss of Appetite,0.59,0
DIS_00292,Thalassemia Minor,SYM_00010,Generalized Malaise,0.95,1
DIS_00292,Thalassemia Minor,SYM_00005,Chronic Fatigue,0.83,0
DIS_00292,Thalassemia Minor,SYM_00002,Low Grade Fever,0.71,0
DIS_00292,Thalassemia Minor,SYM_00009,Loss of Appetite,0.59,0
DIS_00293,Autoimmune Hemolytic Anemia,SYM_00010,Generalized Malaise,0.95,1
DIS_00293,Autoimmune Hemolytic Anemia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00293,Autoimmune Hemolytic Anemia,SYM_00002,Low Grade Fever,0.71,0
DIS_00293,Autoimmune Hemolytic Anemia,SYM_00009,Loss of Appetite,0.59,0
DIS_00294,Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency,SYM_00010,Generalized Malaise,0.95,1
DIS_00294,Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency,SYM_00005,Chronic Fatigue,0.83,0
DIS_00294,Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency,SYM_00002,Low Grade Fever,0.71,0
DIS_00294,Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency,SYM_00009,Loss of Appetite,0.59,0
DIS_00295,Immune Thrombocytopenic Purpura (ITP),SYM_00010,Generalized Malaise,0.95,1
DIS_00295,Immune Thrombocytopenic Purpura (ITP),SYM_00005,Chronic Fatigue,0.83,0
DIS_00295,Immune Thrombocytopenic Purpura (ITP),SYM_00002,Low Grade Fever,0.71,0
DIS_00295,Immune Thrombocytopenic Purpura (ITP),SYM_00009,Loss of Appetite,0.59,0
DIS_00296,Thrombotic Thrombocytopenic Purpura (TTP),SYM_00010,Generalized Malaise,0.95,1
DIS_00296,Thrombotic Thrombocytopenic Purpura (TTP),SYM_00005,Chronic Fatigue,0.83,0
DIS_00296,Thrombotic Thrombocytopenic Purpura (TTP),SYM_00002,Low Grade Fever,0.71,0
DIS_00296,Thrombotic Thrombocytopenic Purpura (TTP),SYM_00009,Loss of Appetite,0.59,0
DIS_00297,Hemolytic Uremic Syndrome (HUS),SYM_00010,Generalized Malaise,0.95,1
DIS_00297,Hemolytic Uremic Syndrome (HUS),SYM_00005,Chronic Fatigue,0.83,0
DIS_00297,Hemolytic Uremic Syndrome (HUS),SYM_00002,Low Grade Fever,0.71,0
DIS_00297,Hemolytic Uremic Syndrome (HUS),SYM_00009,Loss of Appetite,0.59,0
DIS_00298,Disseminated Intravascular Coagulation (DIC),SYM_00010,Generalized Malaise,0.95,1
DIS_00298,Disseminated Intravascular Coagulation (DIC),SYM_00005,Chronic Fatigue,0.83,0
DIS_00298,Disseminated Intravascular Coagulation (DIC),SYM_00002,Low Grade Fever,0.71,0
DIS_00298,Disseminated Intravascular Coagulation (DIC),SYM_00009,Loss of Appetite,0.59,0
DIS_00299,Von Willebrand Disease,SYM_00010,Generalized Malaise,0.95,1
DIS_00299,Von Willebrand Disease,SYM_00005,Chronic Fatigue,0.83,0
DIS_00299,Von Willebrand Disease,SYM_00002,Low Grade Fever,0.71,0
DIS_00299,Von Willebrand Disease,SYM_00009,Loss of Appetite,0.59,0
DIS_00300,Hemophilia A (Factor VIII Deficiency),SYM_00010,Generalized Malaise,0.95,1
DIS_00300,Hemophilia A (Factor VIII Deficiency),SYM_00005,Chronic Fatigue,0.83,0
DIS_00300,Hemophilia A (Factor VIII Deficiency),SYM_00002,Low Grade Fever,0.71,0
DIS_00300,Hemophilia A (Factor VIII Deficiency),SYM_00009,Loss of Appetite,0.59,0
DIS_00301,Hemophilia B (Factor IX Deficiency),SYM_00010,Generalized Malaise,0.95,1
DIS_00301,Hemophilia B (Factor IX Deficiency),SYM_00005,Chronic Fatigue,0.83,0
DIS_00301,Hemophilia B (Factor IX Deficiency),SYM_00002,Low Grade Fever,0.71,0
DIS_00301,Hemophilia B (Factor IX Deficiency),SYM_00009,Loss of Appetite,0.59,0
DIS_00302,Polycythemia Vera,SYM_00010,Generalized Malaise,0.95,1
DIS_00302,Polycythemia Vera,SYM_00005,Chronic Fatigue,0.83,0
DIS_00302,Polycythemia Vera,SYM_00002,Low Grade Fever,0.71,0
DIS_00302,Polycythemia Vera,SYM_00009,Loss of Appetite,0.59,0
DIS_00303,Essential Thrombocythemia,SYM_00010,Generalized Malaise,0.95,1
DIS_00303,Essential Thrombocythemia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00303,Essential Thrombocythemia,SYM_00002,Low Grade Fever,0.71,0
DIS_00303,Essential Thrombocythemia,SYM_00009,Loss of Appetite,0.59,0
DIS_00304,Primary Myelofibrosis,SYM_00010,Generalized Malaise,0.95,1
DIS_00304,Primary Myelofibrosis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00304,Primary Myelofibrosis,SYM_00002,Low Grade Fever,0.71,0
DIS_00304,Primary Myelofibrosis,SYM_00009,Loss of Appetite,0.59,0
DIS_00305,Myelodysplastic Syndrome (MDS),SYM_00010,Generalized Malaise,0.95,1
DIS_00305,Myelodysplastic Syndrome (MDS),SYM_00005,Chronic Fatigue,0.83,0
DIS_00305,Myelodysplastic Syndrome (MDS),SYM_00002,Low Grade Fever,0.71,0
DIS_00305,Myelodysplastic Syndrome (MDS),SYM_00009,Loss of Appetite,0.59,0
DIS_00306,Acute Myeloid Leukemia (AML),SYM_00010,Generalized Malaise,0.95,1
DIS_00306,Acute Myeloid Leukemia (AML),SYM_00005,Chronic Fatigue,0.83,0
DIS_00306,Acute Myeloid Leukemia (AML),SYM_00002,Low Grade Fever,0.71,0
DIS_00306,Acute Myeloid Leukemia (AML),SYM_00009,Loss of Appetite,0.59,0
DIS_00307,Acute Lymphoblastic Leukemia (ALL),SYM_00010,Generalized Malaise,0.95,1
DIS_00307,Acute Lymphoblastic Leukemia (ALL),SYM_00005,Chronic Fatigue,0.83,0
DIS_00307,Acute Lymphoblastic Leukemia (ALL),SYM_00002,Low Grade Fever,0.71,0
DIS_00307,Acute Lymphoblastic Leukemia (ALL),SYM_00009,Loss of Appetite,0.59,0
DIS_00308,Chronic Myeloid Leukemia (CML),SYM_00010,Generalized Malaise,0.95,1
DIS_00308,Chronic Myeloid Leukemia (CML),SYM_00005,Chronic Fatigue,0.83,0
DIS_00308,Chronic Myeloid Leukemia (CML),SYM_00002,Low Grade Fever,0.71,0
DIS_00308,Chronic Myeloid Leukemia (CML),SYM_00009,Loss of Appetite,0.59,0
DIS_00309,Chronic Lymphocytic Leukemia (CLL),SYM_00010,Generalized Malaise,0.95,1
DIS_00309,Chronic Lymphocytic Leukemia (CLL),SYM_00005,Chronic Fatigue,0.83,0
DIS_00309,Chronic Lymphocytic Leukemia (CLL),SYM_00002,Low Grade Fever,0.71,0
DIS_00309,Chronic Lymphocytic Leukemia (CLL),SYM_00009,Loss of Appetite,0.59,0
DIS_00310,Hodgkin Lymphoma,SYM_00010,Generalized Malaise,0.95,1
DIS_00310,Hodgkin Lymphoma,SYM_00005,Chronic Fatigue,0.83,0
DIS_00310,Hodgkin Lymphoma,SYM_00002,Low Grade Fever,0.71,0
DIS_00310,Hodgkin Lymphoma,SYM_00009,Loss of Appetite,0.59,0
DIS_00311,Non-Hodgkin Diffuse Large B-Cell Lymphoma,SYM_00010,Generalized Malaise,0.95,1
DIS_00311,Non-Hodgkin Diffuse Large B-Cell Lymphoma,SYM_00005,Chronic Fatigue,0.83,0
DIS_00311,Non-Hodgkin Diffuse Large B-Cell Lymphoma,SYM_00002,Low Grade Fever,0.71,0
DIS_00311,Non-Hodgkin Diffuse Large B-Cell Lymphoma,SYM_00009,Loss of Appetite,0.59,0
DIS_00312,Multiple Myeloma,SYM_00010,Generalized Malaise,0.95,1
DIS_00312,Multiple Myeloma,SYM_00005,Chronic Fatigue,0.83,0
DIS_00312,Multiple Myeloma,SYM_00002,Low Grade Fever,0.71,0
DIS_00312,Multiple Myeloma,SYM_00009,Loss of Appetite,0.59,0
DIS_00313,Waldenström Macroglobulinemia,SYM_00010,Generalized Malaise,0.95,1
DIS_00313,Waldenström Macroglobulinemia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00313,Waldenström Macroglobulinemia,SYM_00002,Low Grade Fever,0.71,0
DIS_00313,Waldenström Macroglobulinemia,SYM_00009,Loss of Appetite,0.59,0
DIS_00314,Monoclonal Gammopathy (MGUS),SYM_00010,Generalized Malaise,0.95,1
